subject,subject_grades,subject_session
CY11001-CHEMISTRY,B,Autumn17
CY19001-CHEMISTRY LAB.,A,Autumn17
EA10001-EXTRA ACADEMIC ACTIVITY-I,Y,Autumn17
EA10005-INDUCTION PROGRAM,Y,Autumn17
EE11001-ELECTRICAL TECHNOLOGY,B,Autumn17
EE19001-ELECTRICAL TECHNOLOGY LAB.,A,Autumn17
HS13001-ENGLISH FOR COMMUNICATION,A,Autumn17
MA10001-MATHEMATICS-I,A,Autumn17
ME19001-INTRODUCTION TO MANUFACTURING PROCESSES,A,Autumn17
CE13001-ENGINEERING DRAWING AND COMPUTER GRAPHICS,B,Spring17
CS10001-PROGRAMMING AND DATA STRUCTURES,A,Spring17
CS19101-PROGRAMMING AND DATA STRUCTURES TUTORIAL AND LABORATORY,A,Spring17
EA10002-EXTRA ACADEMIC ACTIVITY-II,Y,Spring17
MA10002-MATHEMATICS-II,B,Spring17
ME10001-MECHANICS,A,Spring17
PH11001-PHYSICS,B,Spring17
PH19001-PHYSICS LAB.,A,Spring17
CS21001-DISCRETE STRUCTURES,B,Autumn18
CS21003-ALGORITHMS - I,C,Autumn18
CS29003-ALGORITHMS LABORATORY,C,Autumn18
EA10003-EXTRA ACADEMIC ACTIVITY-III,B,Autumn18
EC21103-INTRODUCTION TO ELECTRONICS,C,Autumn18
EC29003-INTRODUCTION TO ELECTRONICS LAB.,B,Autumn18
EE21101-SIGNALS & NETWORKS,C,Autumn18
EE29001-SIGNALS & NETWORKS LAB.,B,Autumn18
HS30068-SYMBOLIC LOGIC,B,Autumn18
CS20006-SOFTWARE ENGINEERING,C,Spring18
CS21002-SWITCHING CIRCUITS AND LOGIC DESIGN,C,Spring18
CS21004-FORMAL LANGUAGE AND AUTOMATA THEORY,B,Spring18
CS29002-SWITCHING CIRCUITS LABORATORY,A,Spring18
CS29006-SOFTWARE ENGINEERING LABORATORY,A,Spring18
EA10004-EXTRA ACADEMIC ACTIVITY-IV,EX,Spring18
HS62002-,B,Spring18
MA20104-PROBABILITY & STATISTICS,A,Spring18
CS31003-COMPILERS,D,Autumn19
CS31005-ALGORITHMS -II,C,Autumn19
CS31007-COMPUTER ORGANIZATION & ARCHITECTURE,C,Autumn19
CS39001-COMPUTER ORGANIZATION LABORATORY,B,Autumn19
CS39003-COMPILERS LABORATORY,B,Autumn19
ET60019-,C,Autumn19
MA20105-LINEAR ALGEBRA,B,Autumn19
BS20001-SCIENCE OF LIVING SYSTEM,A,Spring19
CS30002-OPERATING SYSTEMS,C,Spring19
CS31006-COMPUTER NETWORKS,C,Spring19
CS39002-OPERATING SYSTEMS LABORATORY,A,Spring19
CS39006-NETWORKS LAB.,A,Spring19
CS39008-PROJECT SEMINAR,A,Spring19
CS40032-PRINCIPLES OF PROGRAMMING LANGUAGES,A,Spring19
CS60050-,B,Spring19
EV20001-ENVIRONMENTAL SCIENCE,B,Spring19
AI61003-,B,Autumn20
CS40019-IMAGE PROCESSING,A,Autumn20
CS41001-THEORY OF COMPUTATION,A,Autumn20
CS47007-PROJECT-I,C,Autumn20
CS48003-SUMMER TRAINING,B,Autumn20
CS60017-,A,Autumn20
CS60045-,A,Autumn20
CS47006-PROJECT- PART 2,,Spring20
CS48004-COMPREHENSIVE VIVA,,Spring20
CS60002-,C,Spring20
CS60010-,C,Spring20
CS60064-,A,Spring20
IM41082-OPERATIONS RESEARCH,A,Spring20
CY11001-CHEMISTRY,C,Autumn17
CY19001-CHEMISTRY LAB.,A,Autumn17
EA10001-EXTRA ACADEMIC ACTIVITY-I,Y,Autumn17
EA10005-INDUCTION PROGRAM,Y,Autumn17
EE11001-ELECTRICAL TECHNOLOGY,P,Autumn17
EE19001-ELECTRICAL TECHNOLOGY LAB.,A,Autumn17
HS13001-ENGLISH FOR COMMUNICATION,D,Autumn17
MA10001-MATHEMATICS-I,A,Autumn17
ME19001-INTRODUCTION TO MANUFACTURING PROCESSES,A,Autumn17
CE13001-ENGINEERING DRAWING AND COMPUTER GRAPHICS,D,Spring17
